"","ID","Név","Link","Kategória","Kivitel","Üzemanyag","Újkori.ára.(mHUF)","Hengerek.száma","Maximális.teljesítmény.(kW)","Maximális.teljesítmény.(LE)","Végsebesség.(km/h)","Gyorsulás.(s)","CO2.kibocsátás.(g/km)","Vegyes.fogyasztás.(l)","Össztömeg.(kg)","Szélesség.(mm)","Hosszúság.(mm)","Magasság.(mm)","Ajtók.száma","Szállítható.személyek.száma"
"425",425,"ALFA ROMEO Alfa 159 SW 1.9 JTDm 16V Progression (Automata)  (2009-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_1.9_jtdm_16v_progression_automata-586","Középkategória","Kombi","Dízel",8.925,4,110,150,207,9.7,192,7.21,2095,1828,4660,1422,5,5
"426",426,"ALFA ROMEO Alfa 159 SW 1.9 JTDm 16V Distinctive (2009-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_1.9_jtdm_16v_distinctive-587","Középkategória","Kombi","Dízel",8.82,4,110,150,210,9.4,160,6.01,2090,1828,4660,1422,5,5
"427",427,"ALFA ROMEO Alfa 159 SW 1.9 JTDm 16V Distinctive (Automata)  (2009-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_1.9_jtdm_16v_distinctive_automata-588","Középkategória","Kombi","Dízel",9.34,4,110,150,207,9.7,192,7.21,2095,1828,4660,1422,5,5
"428",428,"ALFA ROMEO Alfa 159 SW 2.0 JTDm 16V Progression (2010-2012)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.0_jtdm_16v_progression-589","Középkategória","Kombi","Dízel",8.46,4,100,136,200,10.1,138,5.21,2090,1828,4660,1422,5,5
"429",429,"ALFA ROMEO Alfa 159 SW 2.0 JTDm 16V Distinctive (2010-2012)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.0_jtdm_16v_distinctive-590","Középkategória","Kombi","Dízel",9.06,4,100,136,200,10.1,138,5.21,2090,1828,4660,1422,5,5
"430",430,"ALFA ROMEO Alfa 159 SW 2.0 JTDm 16V ECO Progression (2010-2012)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.0_jtdm_16v_eco_progression-591","Középkategória","Kombi","Dízel",8.71,4,120,163,216,9,138,5.21,2090,1828,4660,1422,5,5
"431",431,"ALFA ROMEO Alfa 159 SW 2.0 JTDm 16V Distinctive (2009-2013)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.0_jtdm_16v_distinctive-592","Középkategória","Kombi","Dízel",9.096,4,125,170,216,9,142,5.51,2090,1828,4660,1422,5,5
"432",432,"ALFA ROMEO Alfa 159 SW 2.4 JTD 20V Sportiva (Automata)  (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtd_20v_sportiva_automata-593","Középkategória","Kombi","Dízel",11.385,5,147,200,223,8.5,213,8.01,2205,1828,4660,1422,5,5
"433",433,"ALFA ROMEO Alfa 159 SW 2.4 JTD 20V TI (Automata)  (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtd_20v_ti_automata-594","Középkategória","Kombi","Dízel",12.325,5,147,200,223,8.5,213,8.01,2205,1828,4660,1422,5,5
"434",434,"ALFA ROMEO Alfa 159 SW 2.4 JTDm 20V Distinctive (Automata)  (2009-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtdm_20v_distinctive_automata-595","Középkategória","Kombi","Dízel",11.465,5,147,200,223,8.5,213,8.01,2205,1828,4660,1422,5,5
"435",435,"ALFA ROMEO Alfa 159 SW 2.4 JTD 20V Sportiva (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtd_20v_sportiva-596","Középkategória","Kombi","Dízel",10.865,5,154,209,229,8.3,184,6.91,2185,1828,4660,1422,5,5
"436",436,"ALFA ROMEO Alfa 159 SW 2.4 JTD 20V TI (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtd_20v_ti-597","Középkategória","Kombi","Dízel",11.805,5,154,209,229,8.3,184,6.91,2185,1828,4660,1422,5,5
"437",437,"ALFA ROMEO Alfa 159 SW 2.4 JTDm 20V Distinctive (2009-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtdm_20v_distinctive-598","Középkategória","Kombi","Dízel",10.945,5,154,209,229,8.3,184,6.91,2185,1828,4660,1422,5,5
"438",438,"ALFA ROMEO Alfa 159 SW 2.4 JTD 20V Q4 Sportiva (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtd_20v_q4_sportiva-599","Középkategória","Kombi","Dízel",11.525,5,154,209,225,8.5,197,7.41,2245,1828,4660,1422,5,5
"439",439,"ALFA ROMEO Alfa 159 SW 2.4 JTD 20V Q4 TI (2008-2009)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtd_20v_q4_ti-600","Középkategória","Kombi","Dízel",12.46,5,154,209,225,8.5,197,7.41,2245,1828,4660,1422,5,5
"440",440,"ALFA ROMEO Alfa 159 SW 2.4 JTDm 20V Q4 Distinctive (2009-2010)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_159_sw_2.4_jtdm_20v_q4_distinctive-601","Középkategória","Kombi","Dízel",11.6,5,154,209,225,8.5,197,7.41,2245,1828,4660,1422,5,5
"441",441,"ALFA ROMEO Alfa 164 2.0 Twin Spark (1988-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_2.0_twin_spark-602","Felsõ középkategória","Sedan","Benzin",2.55,4,105,143,210,9.3,NA,NA,1725,1760,4555,1400,4,5
"442",442,"ALFA ROMEO Alfa 164 2.0 Twin Spark (1993-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_2.0_twin_spark-603","Felsõ középkategória","Sedan","Benzin",6.42,4,106,144,210,9.3,NA,NA,1950,1760,4555,1400,4,5
"443",443,"ALFA ROMEO Alfa 164 2.0 V6 Turbo (1991-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_2.0_v6_turbo-604","Felsõ középkategória","Sedan","Benzin",3.249,6,150,204,237,8.1,NA,NA,1865,1760,4555,1400,4,5
"444",444,"ALFA ROMEO Alfa 164 3.0 V6 (1988-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_v6-605","Felsõ középkategória","Sedan","Benzin",NA,6,135,184,230,7.9,NA,NA,1715,1760,4555,1400,4,5
"445",445,"ALFA ROMEO Alfa 164 3.0 V6 (1993-1994)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_v6-606","Felsõ középkategória","Sedan","Benzin",NA,6,132,180,230,7.9,NA,NA,1715,1760,4555,1400,4,5
"446",446,"ALFA ROMEO Alfa 164 (3.0) V6 Super (1994-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_v6_super-607","Felsõ középkategória","Sedan","Benzin",NA,6,132,180,230,7.9,NA,NA,1715,1760,4665,1400,4,5
"447",447,"ALFA ROMEO Alfa 164 3.0 V6 24V Super (1993-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_v6_24v_super-608","Felsõ középkategória","Sedan","Benzin",9.82,6,155,211,240,8,NA,NA,2075,1760,4665,1390,4,5
"448",448,"ALFA ROMEO Alfa 164 3.0 V6 24V Super (Automata)  (1995-1998)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_v6_24v_super_automata-609","Felsõ középkategória","Sedan","Benzin",NA,6,155,211,235,9,NA,NA,2075,1760,4665,1390,4,5
"449",449,"ALFA ROMEO Alfa 164 3.0 QV (1990-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_qv-610","Felsõ középkategória","Sedan","Benzin",NA,6,147,200,NA,NA,NA,NA,2075,1760,4555,1400,4,5
"450",450,"ALFA ROMEO Alfa 164 3.0 Q4 (1994-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_q4-611","Felsõ középkategória","Sedan","Benzin",NA,6,170,231,237,7.5,NA,NA,2200,1760,4555,1400,4,5
"451",451,"ALFA ROMEO Alfa 164 3.0 24V QV (1993-1994)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_3.0_24v_qv-612","Felsõ középkategória","Sedan","Benzin",NA,6,170,231,240,7.5,NA,NA,2200,1760,4555,1400,4,5
"452",452,"ALFA ROMEO Alfa 164 2.5 TD (1988-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_2.5_td-613","Felsõ középkategória","Sedan","Dízel",NA,4,86,117,NA,NA,NA,NA,2075,1760,4555,1400,4,5
"453",453,"ALFA ROMEO Alfa 164 2.5 TD (1994-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_2.5_td-614","Felsõ középkategória","Sedan","Dízel",NA,4,92,125,202,10.8,NA,NA,2050,1760,4665,1390,4,5
"454",454,"ALFA ROMEO Alfa 164 2.5 TD Super (1994-1997)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_164_2.5_td_super-615","Felsõ középkategória","Sedan","Dízel",6.6,4,92,125,202,10.8,NA,7.31,2050,1760,4665,1400,4,5
"455",455,"ALFA ROMEO Alfa 166 2.0 T. Spark 16V (2000-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.0_t._spark_16v-616","Felsõ középkategória","Sedan","Benzin",8.75,4,110,150,213,9.6,232,9.71,1930,1815,4720,1416,4,5
"456",456,"ALFA ROMEO Alfa 166 2.0 T. Spark 16V (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.0_t._spark_16v-617","Felsõ középkategória","Sedan","Benzin",8.495,4,114,155,213,9.6,232,9.71,1930,1815,4720,1416,4,5
"457",457,"ALFA ROMEO Alfa 166 2.0 V6 TB (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.0_v6_tb-618","Felsõ középkategória","Sedan","Benzin",10.625,6,148,201,237,8.1,280,11.71,2005,1815,4720,1416,4,5
"458",458,"ALFA ROMEO Alfa 166 2.5 V6 24V (2000-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.5_v6_24v-619","Felsõ középkategória","Sedan","Benzin",10.395,6,138,188,225,8.4,272,11.41,1930,1815,4720,1416,4,5
"459",459,"ALFA ROMEO Alfa 166 2.5 V6 24V (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.5_v6_24v-620","Felsõ középkategória","Sedan","Benzin",10.845,6,140,190,225,8.4,272,11.41,1930,1815,4720,1416,4,5
"460",460,"ALFA ROMEO Alfa 166 2.5 V6 24V Sportronic (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.5_v6_24v_sportronic-621","Felsõ középkategória","Sedan","Benzin",11.175,6,140,190,225,8.4,292,12.21,2030,1815,4720,1416,4,5
"461",461,"ALFA ROMEO Alfa 166 3.0 V6 24V Super (2000-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.0_v6_24v_super-622","Felsõ középkategória","Sedan","Benzin",11.595,6,162,220,241,7.8,299,12.51,2020,1815,4720,1416,4,5
"462",462,"ALFA ROMEO Alfa 166 3.0 V6 24V Sportronic (2000-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.0_v6_24v_sportronic-623","Felsõ középkategória","Sedan","Benzin",12.145,6,162,220,236,8.5,311,13.01,2060,1815,4720,1416,4,5
"463",463,"ALFA ROMEO Alfa 166 3.0 V6 24V Super (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.0_v6_24v_super-624","Felsõ középkategória","Sedan","Benzin",11.975,6,166,226,243,7.8,299,12.51,2020,1815,4720,1416,4,5
"464",464,"ALFA ROMEO Alfa 166 3.0 V6 24V Sportronic (1998-2000)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.0_v6_24v_sportronic-625","Felsõ középkategória","Sedan","Benzin",12.575,6,166,226,236,8.5,311,13.01,2060,1815,4720,1416,4,5
"465",465,"ALFA ROMEO Alfa 166 2.4 JTD (1998-2002)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd-626","Felsõ középkategória","Sedan","Dízel",10.266,5,100,136,202,9.9,184,6.91,2000,1815,4720,1416,4,5
"466",466,"ALFA ROMEO Alfa 166 2.4 JTD (2002-2003)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd-627","Felsõ középkategória","Sedan","Dízel",9.995,5,110,150,210,9.9,200,7.51,2000,1815,4720,1416,4,5
"467",467,"ALFA ROMEO Alfa 166 2.0 T. Spark Progression (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.0_t._spark_progression-628","Felsõ középkategória","Sedan","Benzin",8.87,4,110,150,211,9.8,232,9.71,1930,1800,4720,1416,4,5
"468",468,"ALFA ROMEO Alfa 166 2.0 T. Spark Distinctive (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.0_t._spark_distinctive-629","Felsõ középkategória","Sedan","Benzin",9.87,4,110,150,211,9.8,232,9.71,1930,1800,4720,1416,4,5
"469",469,"ALFA ROMEO Alfa 166 2.5 V6 Progression (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.5_v6_progression-630","Felsõ középkategória","Sedan","Benzin",10.5,6,138,188,225,8.4,284,11.91,2000,1800,4720,1416,4,5
"470",470,"ALFA ROMEO Alfa 166 2.5 V6 Distinctive (2003-2004)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.5_v6_distinctive-631","Felsõ középkategória","Sedan","Benzin",11.5,6,138,188,225,8.4,284,11.91,2000,1800,4720,1416,4,5
"471",471,"ALFA ROMEO Alfa 166 3.0 V6 Progression (Automata)  (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.0_v6_progression_automata-632","Felsõ középkategória","Sedan","Benzin",12.175,6,162,220,236,8.6,311,13.01,2060,1800,4720,1416,4,5
"472",472,"ALFA ROMEO Alfa 166 3.0 V6 Distinctive (Automata)  (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.0_v6_distinctive_automata-633","Felsõ középkategória","Sedan","Benzin",13.175,6,162,220,236,8.6,311,13.01,2060,1800,4720,1416,4,5
"473",473,"ALFA ROMEO Alfa 166 3.2 V6 Progression (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.2_v6_progression-634","Felsõ középkategória","Sedan","Benzin",12.7,6,177,241,245,7.4,299,12.51,2050,1800,4720,1416,4,5
"474",474,"ALFA ROMEO Alfa 166 3.2 V6 Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_3.2_v6_distinctive-635","Felsõ középkategória","Sedan","Benzin",13.7,6,177,241,245,7.4,299,12.51,2050,1800,4720,1416,4,5
"475",475,"ALFA ROMEO Alfa 166 2.4 JTD Progression (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd_progression-636","Felsõ középkategória","Sedan","Dízel",9.37,5,110,150,210,9.9,192,7.21,2020,1800,4720,1416,4,5
"476",476,"ALFA ROMEO Alfa 166 2.4 JTD Distinctive (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd_distinctive-637","Felsõ középkategória","Sedan","Dízel",10.37,5,110,150,210,9.9,192,7.21,2020,1800,4720,1416,4,5
"477",477,"ALFA ROMEO Alfa 166 2.4 JTD 20V Progression (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd_20v_progression-638","Felsõ középkategória","Sedan","Dízel",10.36,5,129,175,222,8.9,200,7.51,2050,1800,4720,1416,4,5
"478",478,"ALFA ROMEO Alfa 166 2.4 JTD 20V Progression (Automata)  (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd_20v_progression_automata-639","Felsõ középkategória","Sedan","Dízel",10.47,5,129,175,218,8.9,237,8.91,2090,1800,4720,1416,4,5
"479",479,"ALFA ROMEO Alfa 166 2.4 JTD 20V Distinctive (2003-2007)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd_20v_distinctive-640","Felsõ középkategória","Sedan","Dízel",11.36,5,129,175,222,8.9,200,7.51,2050,1800,4720,1416,4,5
"480",480,"ALFA ROMEO Alfa 166 2.4 JTD 20V Distinctive (Automata)  (2003-2006)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_166_2.4_jtd_20v_distinctive_automata-641","Felsõ középkategória","Sedan","Dízel",11.47,5,129,175,218,8.9,237,8.91,2090,1800,4720,1416,4,5
"481",481,"ALFA ROMEO Alfa 33 1.3 (1983-1989)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.3-41","Alsó középkategória","Ferdehátú","Benzin",NA,4,55,75,NA,NA,NA,NA,1275,NA,NA,NA,5,5
"482",482,"ALFA ROMEO Alfa 33 1.3 S (1988-1989)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.3_s-42","Alsó középkategória","Ferdehátú","Benzin",NA,4,58,79,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"483",483,"ALFA ROMEO Alfa 33 1.3 (1990-1992)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.3-43","Alsó középkategória","Ferdehátú","Benzin",NA,4,65,88,176,10.3,NA,NA,1445,1615,4075,1350,5,5
"484",484,"ALFA ROMEO Alfa 33 1.5 (1983-1984)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5-44","Alsó középkategória","Ferdehátú","Benzin",NA,4,62,84,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"485",485,"ALFA ROMEO Alfa 33 1.5 Quadrifoglio (1983-1984)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_quadrifoglio-45","Alsó középkategória","Ferdehátú","Benzin",NA,4,62,84,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"486",486,"ALFA ROMEO Alfa 33 1.5 (1983-1986)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5-46","Alsó középkategória","Ferdehátú","Benzin",NA,4,66,90,NA,NA,NA,NA,1275,NA,NA,NA,5,5
"487",487,"ALFA ROMEO Alfa 33 1.5 Quadrifoglio Oro (1983-1985)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_quadrifoglio_oro-47","Alsó középkategória","Ferdehátú","Benzin",NA,4,66,90,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"488",488,"ALFA ROMEO Alfa 33 1.5 Giardinetta (1985-1986)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_giardinetta-48","Alsó középkategória","Kombi","Benzin",NA,4,66,90,NA,NA,NA,NA,1445,NA,NA,NA,5,5
"489",489,"ALFA ROMEO Alfa 33 1.5 4x4 Giardinetta (1984-1986)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_4x4_giardinetta-49","Alsó középkategória","Kombi","Benzin",NA,4,66,90,170,NA,NA,NA,1415,1610,4140,1345,5,5
"490",490,"ALFA ROMEO Alfa 33 1.5 Ti (1987.)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_ti-50","Alsó középkategória","Ferdehátú","Benzin",NA,4,77,105,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"491",491,"ALFA ROMEO Alfa 33 1.5 Berlina 4x4 (1986-1987)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_berlina_4x4-51","Alsó középkategória","Ferdehátú","Benzin",NA,4,77,105,NA,NA,NA,NA,1445,NA,NA,NA,5,5
"492",492,"ALFA ROMEO Alfa 33 1.7 Quadrifoglio Verde (1987-1990)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_quadrifoglio_verde-52","Alsó középkategória","Ferdehátú","Benzin",NA,4,84,114,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"493",493,"ALFA ROMEO Alfa 33 1.5 4x4 (1984-1986)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_4x4-53","Alsó középkategória","Ferdehátú","Benzin",NA,4,62,84,NA,NA,NA,NA,1500,NA,NA,NA,5,5
"494",494,"ALFA ROMEO Alfa 33 1.4 I.E. (1991-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.4_i.e.-54","Alsó középkategória","Ferdehátú","Benzin",1.279,4,66,90,178,11.5,NA,NA,1395,1614,4075,1353,5,5
"495",495,"ALFA ROMEO Alfa 33 1.4 I.E. L (1992-1994)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.4_i.e._l-55","Alsó középkategória","Ferdehátú","Benzin",NA,4,66,90,178,11.5,NA,NA,1395,1614,4075,1353,5,5
"496",496,"ALFA ROMEO Alfa 33 1.5 I.E. (1991-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.5_i.e.-56","Alsó középkategória","Ferdehátú","Benzin",NA,4,72,98,NA,NA,NA,NA,1385,NA,NA,NA,5,5
"497",497,"ALFA ROMEO Alfa 33 1.7 I.E. (1988-1990)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e.-57","Alsó középkategória","Ferdehátú","Benzin",NA,4,77,105,185,9.7,NA,NA,1355,1612,4015,1345,5,5
"498",498,"ALFA ROMEO Alfa 33 1.7 Quadr. Verde (1988-1990)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_quadr._verde-58","Alsó középkategória","Ferdehátú","Benzin",NA,4,77,105,188,9.7,NA,NA,1355,1612,4015,1345,5,5
"499",499,"ALFA ROMEO Alfa 33 1.7 I.E. (1990-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e.-59","Alsó középkategória","Ferdehátú","Benzin",NA,4,79,107,NA,NA,NA,NA,1395,NA,NA,NA,5,5
"500",500,"ALFA ROMEO Alfa 33 1.4 I.E. Sport Wagon (1993-1994)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.4_i.e._sport_wagon-60","Alsó középkategória","Kombi","Benzin",NA,4,65,88,NA,NA,NA,NA,1460,NA,NA,NA,5,5
"501",501,"ALFA ROMEO Alfa 33 1.4 I.E. Sport Wagon (1992-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.4_i.e._sport_wagon-61","Alsó középkategória","Kombi","Benzin",NA,4,66,90,NA,NA,NA,NA,1460,NA,NA,NA,5,5
"502",502,"ALFA ROMEO Alfa 33 1.4 I.E. 4x4 Sport Wagon (1992-1995)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.4_i.e._4x4_sport_wagon-62","Alsó középkategória","Kombi","Benzin",NA,4,66,90,NA,NA,NA,NA,1425,NA,NA,NA,5,5
"503",503,"ALFA ROMEO Alfa 33 Sport Wagon 1.7 4x4 (1988-1990)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_sport_wagon_1.7_4x4-63","Alsó középkategória","Kombi","Benzin",NA,4,77,105,180,9.7,NA,NA,1460,1614,4200,1375,5,5
"504",504,"ALFA ROMEO Alfa 33 1.7 I.E. Sport Wagon (1990-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e._sport_wagon-64","Alsó középkategória","Kombi","Benzin",NA,4,79,107,NA,NA,NA,NA,1460,NA,NA,NA,5,5
"505",505,"ALFA ROMEO Alfa 33 1.7 I.E. 16V Elegant (1990-1992)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e._16v_elegant-65","Alsó középkategória","Ferdehátú","Benzin",NA,4,97,132,205,8.4,NA,NA,1425,1614,4075,1353,5,5
"506",506,"ALFA ROMEO Alfa 33 S 16 QV (1993-1994)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_s_16_qv-66","Alsó középkategória","Ferdehátú","Benzin",NA,4,95,129,198,8.9,NA,NA,1495,1614,4075,1375,5,5
"507",507,"ALFA ROMEO Alfa 33 1.7 i.e. 16V Boxer (1990-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e._16v_boxer-67","Alsó középkategória","Ferdehátú","Benzin",NA,4,97,132,NA,NA,NA,NA,1425,NA,NA,NA,5,5
"508",508,"ALFA ROMEO Alfa 33 1.7 i.e. 16V S QV Permant 4 (1993-1994)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e._16v_s_qv_permant_4-68","Alsó középkategória","Ferdehátú","Benzin",NA,4,95,129,NA,NA,NA,NA,1355,NA,NA,NA,5,5
"509",509,"ALFA ROMEO Alfa 33 1.7 I.E. 16V QV (1990-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e._16v_qv-69","Alsó középkategória","Ferdehátú","Benzin",NA,4,97,132,NA,NA,NA,NA,1425,NA,NA,NA,5,5
"510",510,"ALFA ROMEO Alfa 33 1.7 I.E. 16V 4x4 (1991-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.7_i.e._16v_4x4-70","Alsó középkategória","Ferdehátú","Benzin",NA,4,97,132,NA,NA,NA,NA,1540,NA,NA,NA,5,5
"511",511,"ALFA ROMEO Alfa 33 1.8 Turbo D Intercooler (1987-1993)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.8_turbo_d_intercooler-71","Alsó középkategória","Ferdehátú","Dízel",NA,3,62,84,NA,NA,NA,NA,1425,NA,NA,NA,5,5
"512",512,"ALFA ROMEO Alfa 33 1.8 TD Intercooler Wagon (1987-1990)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_33_1.8_td_intercooler_wagon-72","Alsó középkategória","Kombi","Dízel",NA,3,62,84,NA,NA,NA,NA,1425,NA,NA,NA,5,5
"513",513,"ALFA ROMEO 4C 1.75 TBi Standard Edition (2013–)","https://katalogus.hasznaltauto.hu/alfa_romeo/4c_1.75_tbi_standard_edition-1","Felsõ középkategória","Coupe","Benzin",16.06,4,176,239,258,4.5,157,6.81,NA,1864,3989,1183,2,2
"514",514,"ALFA ROMEO 4C Spider 1.75 Tbi TCT (2015–)","https://katalogus.hasznaltauto.hu/alfa_romeo/4c_spider_1.75_tbi_tct-102911","Felsõ középkategória",NA,"Benzin",24.4,4,176,239,257,4.5,161,6.91,1200,1864,3989,1183,2,2
"515",515,"ALFA ROMEO Alfa 6 2.5 (1983-1985)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_6_2.5-228","Középkategória","Sedan","Benzin",NA,6,110,150,NA,NA,NA,NA,1870,1685,4680,1425,4,5
"516",516,"ALFA ROMEO Alfa 6 2.5 Quadr. Inj. (1983-1985)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_6_2.5_quadr._inj.-229","Középkategória","Sedan","Benzin",NA,6,118,160,195,NA,NA,NA,1895,1685,4680,1425,4,5
"517",517,"ALFA ROMEO Alfa 75 1.6 (1985-1987)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_75_1.6-204","Középkategória","Sedan","Benzin",NA,4,81,110,NA,NA,NA,NA,1485,NA,NA,NA,4,5
"518",518,"ALFA ROMEO Alfa 75 1.8 (1985-1989)","https://katalogus.hasznaltauto.hu/alfa_romeo/alfa_75_1.8-205","Középkategória","Sedan","Benzin",NA,4,85,116,NA,NA,NA,NA,1600,NA,NA,NA,4,5
